book_name,chapter_id,entry_id,date,sentence,Positive_score,Positive_pred,Negative_score,Negative_pred,Neutral_score,Neutral_pred
PasWide,1,ch01_e1,May 1,", 1926 107 Halley Road, Forest Gate, London, England My name is Ivy Doris Weatherall.",0.44981852,0,0.2045458,0,0.68514776,1
PasWide,1,ch01_e1,May 1,I am eleven years old.,0.025837578,0,0.0143712945,0,0.9837804,1
PasWide,1,ch01_e1,May 1,This is the first diary I have ever had.,0.31281364,0,0.30145386,0,0.72499985,1
PasWide,1,ch01_e1,May 1,Auntie Lou gave it to me because she said that I was starting the greatest adventure of my life and I should record it.,0.7117642,1,0.3637396,0,0.5212156,1
PasWide,1,ch01_e1,May 1,The greatest adventure is that we are emigrating to Canada.,0.88822645,1,0.76678014,1,0.15182896,0
PasWide,1,ch01_e1,May 1,Auntie Lou also gave me a fountain pen.,0.059456997,0,0.022389917,0,0.9740751,1
PasWide,1,ch01_e1,May 1,I am going to use my best penmanship and I am going to write every day.,0.16328745,0,0.08979375,0,0.8744291,1
PasWide,1,ch01_e1,May 1,"She also gave me a book called Lost in the Backwoods, which is a Canadian story.",0.74146545,1,0.36038753,0,0.5156369,1
PasWide,1,ch01_e1,May 1,Auntie Lou is the kindest relative.,0.026859963,0,0.029625174,0,0.9760523,1
PasWide,1,ch01_e1,May 1,I wish she were coming to Canada too.,0.8888322,1,0.5295503,1,0.328127,0
PasWide,1,ch01_e1,May 1,We leave tomorrow.,0.46527734,0,0.09101531,0,0.82008576,1
PasWide,1,ch01_e1,May 1,All our things are packed into trunks and hampers.,0.38778865,0,0.52392536,1,0.4995614,0
PasWide,1,ch01_e1,May 1,We are camping in our house.,0.7636953,1,0.1268453,0,0.6960679,1
PasWide,1,ch01_e1,May 1,Tonight all the relatives are coming to say goodbye.,0.5561391,1,0.16099769,0,0.70806944,1
PasWide,1,ch01_e1,May 1,I can’t wait until tomorrow.,0.09373012,0,0.06420625,0,0.93593067,1
PasWide,1,ch01_e1,May 1,I wish I could snap my fingers and make it be now.,0.13066764,0,0.21987563,0,0.8154496,1
PasWide,1,ch01_e1,May 1,I wish I were a conjurer.,0.030949332,0,0.05903461,0,0.9545056,1
PasWide,1,ch01_e1,May 1,I would pull tomorrow out of a hat.,0.08436465,0,0.12357533,0,0.8936047,1
PasWide,1,ch01_e1,May 1,Mother just came and said I should go down to the pub and fetch Dad.,0.12849844,0,0.09062347,0,0.91291374,1
PasWide,1,ch01_e1,May 1,He’s saying goodbye to his mates.,0.66951084,1,0.32954192,0,0.56920093,1
PasWide,1,ch01_e1,May 1,I told her I was busy recording the greatest adventure of my life and why couldn’t William go.,0.46212837,0,0.48676905,0,0.5270786,1
PasWide,1,ch01_e1,May 1,She said I was being cheeky and I had five minutes and then she wanted to see the back of me going out the door.,0.05087045,0,0.04295706,0,0.9585988,1
PasWide,1,ch01_e1,May 1,So now I am just going to write some facts.,0.07714234,0,0.04641098,0,0.94230455,1
PasWide,1,ch01_e1,May 1,"We are Mother, Dad, William (14), me, and the twins, Harry and Gladys (6).",0.71662104,1,0.22084315,0,0.6194005,1
PasWide,1,ch01_e1,May 1,"We are emigrating to Milorie, Saskatchewan, where our Uncle Alf has a ranch.",0.92956823,1,0.6146937,1,0.21428733,0
PasWide,1,ch01_e1,May 1,"A ranch is like a farm with horses and cows, but much grander.",0.6959215,1,0.44748807,0,0.43086487,0
PasWide,1,ch01_e1,May 1,"Secret promise: When I grow up I’m not going to forget what it was like being a child, like almost all grown-ups seem to.",0.6314513,1,0.646964,1,0.32926515,0
PasWide,1,ch01_e1,May 1,One sad thing about emigrating is that we have to leave Chivers behind.,0.7897026,1,0.86185914,1,0.134371,0
PasWide,1,ch01_e1,May 1,Cats aren’t allowed to emigrate.,0.341994,0,0.49867672,0,0.54312116,1
PasWide,1,ch01_e1,May 1,I gave him to Ethel next door.,0.031768367,0,0.013588712,0,0.98473454,1
PasWide,1,ch01_e2,May 2,"On board the Ausonia, 4 o’clock We’re off.",0.7830321,1,0.54930925,1,0.3274074,0
PasWide,1,ch01_e2,May 2,A man standing near me pointed out the Scilly Isles and said it was the last we would see of the old country.,0.8617393,1,0.7662111,1,0.16792518,0
PasWide,1,ch01_e2,May 2,I watched them until they disappeared.,0.01979483,0,0.023386829,0,0.97617733,1
PasWide,1,ch01_e2,May 2,"Goodbye, England.",0.8249266,1,0.63410115,1,0.2787768,0
PasWide,1,ch01_e2,May 2,"Goodbye, Auntie Lou.",0.23057984,0,0.21328014,0,0.79021686,1
PasWide,1,ch01_e2,May 2,"Good-bye, Chivers.",0.047693253,0,0.03549713,0,0.9560013,1
PasWide,1,ch01_e2,May 2,I’m sitting on the deck of our ship.,0.53751063,1,0.2779878,0,0.6388509,1
PasWide,1,ch01_e2,May 2,There is a sheltered place around the end of one of the lifeboats.,0.107363306,0,0.14366816,0,0.8550436,1
PasWide,1,ch01_e2,May 2,It is a fine day.,0.15523197,0,0.08003952,0,0.8759826,1
PasWide,1,ch01_e2,May 2,Dad says that is a good omen.,0.22064044,0,0.10577756,0,0.8800545,1
PasWide,1,ch01_e2,May 2,More happened today than happens in a month of ordinary life.,0.583189,1,0.7070267,1,0.3116653,0
PasWide,1,ch01_e2,May 2,Early this morning Mother and I and the twins took the train to Southampton.,0.8637082,1,0.61062044,1,0.27200276,0
PasWide,1,ch01_e2,May 2,Dad and William went in a lorry – Dad says that Canadians call it a truck – with our things.,0.87234426,1,0.80395406,1,0.14972654,0
PasWide,1,ch01_e2,May 2,I wanted to go in the lorry too.,0.15557031,0,0.1218677,0,0.874713,1
PasWide,1,ch01_e2,May 2,But Mother said no.,0.010100065,0,0.017126495,0,0.9874126,1
PasWide,1,ch01_e2,May 2,Why do boys get to do more things?,0.012496806,0,0.035249595,0,0.974969,1
PasWide,1,ch01_e2,May 2,But we did get Cadbury chocolate for the train.,0.37432232,0,0.120209835,0,0.8164687,1
PasWide,1,ch01_e2,May 2,At the dock there were so many people.,0.2076157,0,0.17922936,0,0.7729901,1
