book_name,chapter_id,entry_id,date,sentence
AinUTL,1,ch1_e1,le 8 mai 1666,This was not always my diary.
AinUTL,1,ch1_e1,le 8 mai 1666,I found it in the library as I searched for a book one day.
AinUTL,1,ch1_e1,le 8 mai 1666,Was it Maman’s or Papa’s?
AinUTL,1,ch1_e1,le 8 mai 1666,"Both sets of their initials are written on the first page, all entwined."
AinUTL,1,ch1_e1,le 8 mai 1666,"Sadly, I will never know which of them gave it to the other."
AinUTL,1,ch1_e1,le 8 mai 1666,"I have claimed it as my own, and have written my name upon its cover: Hélène St. Onge."
AinUTL,1,ch1_e1,le 8 mai 1666,"I cannot remember Maman, since I was an infant when she died, but Papa, dear Papa, I shall never forget."
AinUTL,1,ch1_e1,le 8 mai 1666,"He is gone now as well, smallpox having taken him this winter, although in my heart I am certain that at least in part he died of sadness and loss."
AinUTL,1,ch1_e1,le 8 mai 1666,"Writing in this journal will be a little like talking to him, I think."
AinUTL,1,ch1_e1,le 8 mai 1666,How I miss talking to him.
AinUTL,1,ch1_e1,le 8 mai 1666,"There is Catherine, of course."
AinUTL,1,ch1_e1,le 8 mai 1666,"I love my sister very much, but she is sixteen years of age and I am thirteen."
AinUTL,1,ch1_e1,le 8 mai 1666,Catherine is quite grand.
AinUTL,1,ch1_e1,le 8 mai 1666,I am not.
AinUTL,1,ch1_e1,le 8 mai 1666,Sometimes it seems as if fifty years separate us rather than three.
AinUTL,1,ch1_e2,le 9 mai 1666,"There is so much to write, if I am to keep this as a proper record of my life."
AinUTL,1,ch1_e2,le 9 mai 1666,"Where to begin, though?"
AinUTL,1,ch1_e2,le 9 mai 1666,"I might write all about myself, although I am not very interesting."
AinUTL,1,ch1_e2,le 9 mai 1666,"I am plain, with green eyes and a pointed chin."
AinUTL,1,ch1_e2,le 9 mai 1666,Catherine says I look like my cat Minette.
AinUTL,1,ch1_e2,le 9 mai 1666,She does not say this to be cruel.
AinUTL,1,ch1_e2,le 9 mai 1666,It is only the truth.
AinUTL,1,ch1_e2,le 9 mai 1666,"Meow , I say back to her."
